Transaction ID,Customer ID,Date,Product Category,Quantity,Price Per Unit,Payment Method,Store Location,Discount Applied,Age,Gender,Total Amount
T101677,C1165,2025-04-04 11:00:00,Home Decor,8,224.24,Cash,Nice,No,54,Female,1793.92
T101890,C1238,2025-04-04 17:00:00,Home Decor,4,259.04,Debit Card,Strasbourg,No,53,Male,1036.16
T101892,C1466,2025-04-04 20:00:00,Groceries,9,148.02,Cash,Nice,Yes,65,Other,1332.18
T101422,C1236,2025-04-05 03:00:00,Home Decor,4,142.13,Cash,Toulouse,No,71,Female,568.52
T100168,C1034,2025-04-05 05:00:00,Home Decor,3,54.25,Cash,Nantes,No,31,Other,162.75
T100483,C1322,2025-04-05 13:00:00,Groceries,5,159.29,Debit Card,Strasbourg,No,28,Male,796.45
T100615,C1047,2025-04-05 14:00:00,Clothing,1,285.57,Debit Card,Paris,No,69,Male,285.57
T101851,C1409,2025-04-05 21:00:00,Groceries,3,475.54,Debit Card,Paris,No,56,Female,1426.62
T101701,C1348,2025-04-06 02:00:00,Groceries,5,315.26,Debit Card,Lyon,No,36,Male,1576.3
T101820,C1340,2025-04-06 04:00:00,Beauty,2,261.23,Cash,Paris,No,66,Female,522.46
T101861,C1192,2025-04-06 05:00:00,Groceries,5,234.84,Debit Card,Strasbourg,No,24,Male,1174.2
T101394,C1075,2025-04-06 06:00:00,Electronics,6,262.66,Digital Wallet,Paris,No,51,Female,1575.96
T100230,C1230,2025-04-06 08:00:00,Home Decor,3,16.41,Digital Wallet,Strasbourg,No,32,Male,49.23
T101653,C1439,2025-04-06 10:00:00,Groceries,8,36.92,Credit Card,Paris,No,39,Male,295.36
T101144,C1387,2025-04-06 21:00:00,Beauty,6,236.59,Debit Card,Strasbourg,Yes,32,Other,1419.54
T101436,C1022,2025-04-07 04:00:00,Electronics,7,414.44,Debit Card,Lyon,No,52,Other,2901.08
T100002,C1348,2025-04-08 02:00:00,Electronics,5,130.12,Credit Card,Paris,No,56,Female,650.6
T101904,C1072,2025-04-08 15:00:00,Clothing,7,115.21,Debit Card,Marseille,No,39,Female,806.47
T100128,C1300,2025-04-09 12:00:00,Groceries,4,471.38,Debit Card,Lyon,No,41,Male,1885.52
T100977,C1252,2025-04-09 12:00:00,Beauty,6,80.71,Digital Wallet,Marseille,No,60,Other,484.26
T101317,C1117,2025-04-09 16:00:00,Clothing,1,215.07,Cash,Montpellier,No,28,Other,215.07
T100757,C1151,2025-04-09 18:00:00,Groceries,8,160.89,Digital Wallet,Lyon,No,25,Other,1287.12
T100050,C1050,2025-04-09 19:00:00,Groceries,8,163.73,Credit Card,Toulouse,No,37,Other,1309.84
T100504,C1385,2025-04-09 20:00:00,Groceries,3,271.0,Credit Card,Nice,No,67,Female,813.0
T100986,C1009,2025-04-10 00:00:00,Groceries,8,437.33,Debit Card,Toulouse,No,67,Male,3498.64
T101181,C1248,2025-04-10 01:00:00,Home Decor,1,248.3,Debit Card,Lyon,Yes,27,Other,248.3
T101478,C1253,2025-04-10 01:00:00,Beauty,9,92.22,Debit Card,Lyon,No,36,Other,829.98
T100392,C1472,2025-04-10 06:00:00,Beauty,3,108.66,Cash,Paris,No,22,Female,325.98
T101185,C1238,2025-04-10 12:00:00,Groceries,1,49.65,Debit Card,Nantes,Yes,30,Female,49.65
T100243,C1197,2025-04-10 15:00:00,Home Decor,5,131.73,Debit Card,Lyon,No,46,Male,658.65
T101153,C1433,2025-04-10 17:00:00,Clothing,6,267.78,Credit Card,Lyon,No,38,Female,1606.68
T101165,C1404,2025-04-11 00:00:00,Beauty,6,60.98,Credit Card,Paris,No,38,Male,365.88
T101308,C1222,2025-04-11 02:00:00,Beauty,4,357.74,Credit Card,Strasbourg,Yes,42,Male,1430.96
T100793,C1383,2025-04-11 03:00:00,Groceries,4,230.39,Debit Card,Lyon,No,19,Female,921.56
T101302,C1242,2025-04-11 09:00:00,Groceries,7,5.2,Cash,Marseille,No,58,Other,36.4
T101172,C1045,2025-04-11 21:00:00,Clothing,8,89.53,Credit Card,Strasbourg,Yes,52,Female,716.24
T101918,C1497,2025-04-12 04:00:00,Home Decor,8,330.43,Debit Card,Montpellier,Yes,21,Male,2643.44
T101547,C1132,2025-04-12 05:00:00,Home Decor,3,102.26,Cash,Toulouse,Yes,67,Female,306.78
T100171,C1100,2025-04-12 08:00:00,Groceries,1,43.96,Cash,Strasbourg,No,66,Female,43.96
T101059,C1117,2025-04-12 10:00:00,Beauty,7,15.88,Credit Card,Lyon,Yes,19,Other,111.16
T100338,C1038,2025-04-12 10:00:00,Home Decor,3,297.5,Credit Card,Strasbourg,No,55,Female,892.5
T100323,C1251,2025-04-12 13:00:00,Electronics,3,276.07,Cash,Lyon,No,27,Other,828.21
T100433,C1050,2025-04-12 16:00:00,Beauty,5,313.54,Debit Card,Strasbourg,No,49,Other,1567.7
T100802,C1024,2025-04-12 22:00:00,Home Decor,6,379.49,Credit Card,Lyon,No,65,Other,2276.94
T101256,C1145,2025-04-12 23:00:00,Electronics,6,481.28,Credit Card,Marseille,Yes,57,Female,2887.68
T100185,C1345,2025-04-13 01:00:00,Groceries,9,214.79,Cash,Paris,No,65,Female,1933.11
T101364,C1385,2025-04-13 05:00:00,Home Decor,6,226.84,Cash,Marseille,No,68,Other,1361.04
T100509,C1392,2025-04-13 07:00:00,Beauty,7,226.4,Credit Card,Nice,No,18,Female,1584.8
T101347,C1319,2025-04-13 13:00:00,Beauty,9,50.06,Digital Wallet,Marseille,Yes,42,Male,450.54
T101998,C1272,2025-04-13 20:00:00,Electronics,6,301.65,Cash,Nantes,No,53,Male,1809.9
T101613,C1178,2025-04-13 20:00:00,Home Decor,6,181.83,Cash,Lyon,No,31,Other,1090.98
T100630,C1450,2025-04-14 02:00:00,Home Decor,9,83.35,Cash,Lyon,No,32,Other,750.15
T101235,C1484,2025-04-14 02:00:00,Electronics,7,209.89,Credit Card,Marseille,Yes,50,Male,1469.23
T101215,C1013,2025-04-14 11:00:00,Clothing,1,79.18,Cash,Paris,No,59,Other,79.18
T101709,C1442,2025-04-14 12:00:00,Clothing,7,111.74,Digital Wallet,Lyon,Yes,73,Male,782.18
T101393,C1417,2025-04-14 14:00:00,Groceries,3,177.15,Credit Card,Strasbourg,No,48,Other,531.45
T100446,C1452,2025-04-14 21:00:00,Clothing,7,40.75,Debit Card,Marseille,No,56,Male,285.25
T101037,C1077,2025-04-14 21:00:00,Beauty,9,340.28,Debit Card,Toulouse,Yes,41,Other,3062.52
T101939,C1011,2025-04-15 03:00:00,Groceries,4,258.18,Cash,Nantes,Yes,56,Other,1032.72
T100580,C1310,2025-04-15 08:00:00,Clothing,5,472.65,Digital Wallet,Nantes,No,56,Other,2363.25
T101961,C1488,2025-04-15 20:00:00,Electronics,3,411.13,Digital Wallet,Montpellier,Yes,19,Other,1233.39
T100367,C1159,2025-04-16 03:00:00,Clothing,7,273.44,Credit Card,Nice,No,55,Female,1914.08
T101834,C1361,2025-04-16 14:00:00,Beauty,9,369.18,Credit Card,Strasbourg,No,44,Other,3322.62
T101829,C1485,2025-04-16 20:00:00,Clothing,3,417.47,Credit Card,Nice,Yes,66,Male,1252.41
T100440,C1285,2025-04-16 22:00:00,Home Decor,9,86.54,Cash,Paris,Yes,32,Male,778.86
T100190,C1062,2025-04-16 22:00:00,Home Decor,2,142.72,Debit Card,Strasbourg,No,21,Male,285.44
T101526,C1302,2025-04-17 06:00:00,Beauty,9,92.16,Digital Wallet,Nantes,Yes,67,Female,829.44
T100687,C1159,2025-04-17 16:00:00,Home Decor,1,254.27,Cash,Paris,Yes,18,Male,254.27
T100976,C1034,2025-04-17 17:00:00,Clothing,1,8.36,Credit Card,Lyon,Yes,49,Male,8.36
T101151,C1092,2025-04-17 18:00:00,Clothing,7,162.04,Debit Card,Nantes,Yes,22,Male,1134.28
T100719,C1214,2025-04-17 19:00:00,Clothing,5,44.4,Cash,Nantes,No,74,Female,222.0
T100354,C1143,2025-04-17 22:00:00,Clothing,4,266.65,Digital Wallet,Montpellier,Yes,48,Female,1066.6
T100397,C1383,2025-04-18 01:00:00,Groceries,9,92.46,Digital Wallet,Marseille,No,70,Female,832.14
T100010,C1466,2025-04-18 01:00:00,Clothing,7,77.99,Debit Card,Nice,No,30,Female,545.93
T101995,C1442,2025-04-18 11:00:00,Groceries,3,287.43,Debit Card,Nice,Yes,70,Other,862.29
T101056,C1249,2025-04-18 11:00:00,Electronics,7,47.37,Debit Card,Toulouse,No,42,Other,331.59
T100001,C1435,2025-04-18 12:00:00,Groceries,9,95.87,Credit Card,Toulouse,No,64,Female,862.83
T100623,C1486,2025-04-18 14:00:00,Electronics,3,171.29,Debit Card,Nice,No,19,Other,513.87
T100275,C1080,2025-04-18 19:00:00,Electronics,6,226.14,Digital Wallet,Paris,No,48,Other,1356.84
T101571,C1109,2025-04-19 02:00:00,Electronics,1,67.55,Digital Wallet,Nantes,No,30,Male,67.55
T101337,C1274,2025-04-19 06:00:00,Clothing,9,338.73,Cash,Strasbourg,No,50,Other,3048.57
T101344,C1000,2025-04-19 07:00:00,Home Decor,8,197.12,Credit Card,Marseille,No,38,Other,1576.96
T100940,C1329,2025-04-19 11:00:00,Electronics,3,475.72,Credit Card,Marseille,No,31,Other,1427.16
T100416,C1134,2025-04-19 13:00:00,Home Decor,3,431.21,Credit Card,Nice,No,63,Other,1293.63
T101552,C1105,2025-04-19 14:00:00,Electronics,7,119.09,Debit Card,Nantes,No,26,Other,833.63
T101017,C1495,2025-04-19 15:00:00,Beauty,4,100.33,Debit Card,Lyon,Yes,67,Other,401.32
T101025,C1357,2025-04-19 18:00:00,Beauty,6,264.94,Digital Wallet,Paris,Yes,30,Female,1589.64
T100561,C1490,2025-04-19 18:00:00,Clothing,3,314.23,Cash,Paris,No,42,Other,942.69
T101808,C1003,2025-04-20 07:00:00,Clothing,9,46.53,Digital Wallet,Lyon,No,63,Male,418.77
T101689,C1457,2025-04-20 12:00:00,Clothing,3,249.45,Digital Wallet,Montpellier,No,58,Other,748.35
T100340,C1359,2025-04-20 13:00:00,Groceries,4,87.58,Debit Card,Marseille,No,29,Male,350.32
T101033,C1457,2025-04-21 01:00:00,Home Decor,9,397.39,Credit Card,Lyon,No,52,Other,3576.51
T101113,C1137,2025-04-21 01:00:00,Clothing,4,374.64,Digital Wallet,Nice,Yes,45,Female,1498.56
T100646,C1445,2025-04-21 03:00:00,Home Decor,3,155.09,Debit Card,Toulouse,Yes,31,Male,465.27
T101207,C1473,2025-04-21 05:00:00,Clothing,8,490.42,Credit Card,Montpellier,No,68,Female,3923.36
T100625,C1446,2025-04-21 07:00:00,Clothing,2,52.05,Credit Card,Paris,Yes,54,Other,104.1
T101229,C1226,2025-04-21 18:00:00,Home Decor,8,431.9,Cash,Montpellier,No,44,Male,3455.2
T101510,C1242,2025-04-21 19:00:00,Clothing,3,445.11,Debit Card,Toulouse,Yes,73,Other,1335.33
T101387,C1433,2025-04-21 20:00:00,Beauty,8,9.72,Cash,Lyon,No,68,Other,77.76
T101761,C1010,2025-04-22 00:00:00,Beauty,7,332.45,Cash,Nantes,Yes,56,Other,2327.15
T100750,C1098,2025-04-22 01:00:00,Groceries,9,447.42,Cash,Toulouse,No,66,Other,4026.78
T100636,C1085,2025-04-22 12:00:00,Clothing,8,286.32,Digital Wallet,Nantes,Yes,49,Male,2290.56
T100536,C1470,2025-04-22 17:00:00,Electronics,8,303.86,Cash,Montpellier,No,73,Female,2430.88
T101825,C1033,2025-04-22 22:00:00,Clothing,9,215.65,Debit Card,Paris,Yes,74,Other,1940.85
T101893,C1226,2025-04-22 22:00:00,Groceries,7,47.69,Digital Wallet,Montpellier,Yes,68,Other,333.83
T101580,C1370,2025-04-22 22:00:00,Clothing,5,285.39,Debit Card,Paris,No,67,Female,1426.95
T100541,C1287,2025-04-23 08:00:00,Electronics,6,301.72,Digital Wallet,Nantes,Yes,49,Male,1810.32
T101432,C1178,2025-04-23 11:00:00,Electronics,8,401.18,Debit Card,Montpellier,No,48,Male,3209.44
T101000,C1176,2025-04-23 12:00:00,Clothing,3,333.72,Credit Card,Montpellier,Yes,34,Male,1001.16
T100674,C1095,2025-04-23 14:00:00,Electronics,5,325.38,Debit Card,Marseille,No,55,Other,1626.9
T101959,C1058,2025-04-23 14:00:00,Electronics,6,187.44,Cash,Lyon,Yes,35,Male,1124.64
T100672,C1146,2025-04-23 22:00:00,Clothing,3,328.62,Digital Wallet,Nantes,No,20,Female,985.86
T101324,C1193,2025-04-24 00:00:00,Electronics,8,341.62,Cash,Marseille,No,30,Other,2732.96
T101534,C1445,2025-04-24 10:00:00,Groceries,3,49.46,Digital Wallet,Nantes,No,28,Other,148.38
T101428,C1294,2025-04-24 15:00:00,Clothing,4,22.23,Digital Wallet,Lyon,Yes,50,Other,88.92
T101873,C1112,2025-04-24 16:00:00,Home Decor,8,382.83,Credit Card,Nantes,No,29,Male,3062.64
T101725,C1087,2025-04-24 16:00:00,Clothing,8,490.13,Debit Card,Nice,No,22,Other,3921.04
T100305,C1279,2025-04-24 17:00:00,Clothing,1,465.57,Digital Wallet,Nantes,No,19,Male,465.57
T100844,C1121,2025-04-25 00:00:00,Home Decor,4,435.75,Cash,Montpellier,No,67,Female,1743.0
T101925,C1353,2025-04-25 01:00:00,Groceries,7,475.54,Digital Wallet,Paris,Yes,41,Male,3328.78
T101589,C1435,2025-04-25 03:00:00,Home Decor,1,359.73,Credit Card,Strasbourg,No,30,Other,359.73
T100516,C1246,2025-04-26 02:00:00,Groceries,6,279.26,Credit Card,Paris,Yes,26,Other,1675.56
T100765,C1012,2025-04-26 13:00:00,Electronics,6,448.07,Digital Wallet,Nice,No,25,Male,2688.42
T101895,C1490,2025-04-26 14:00:00,Clothing,7,192.21,Credit Card,Marseille,No,60,Male,1345.47
T101972,C1468,2025-04-26 21:00:00,Home Decor,9,119.77,Cash,Lyon,No,50,Male,1077.93
T101326,C1202,2025-04-26 22:00:00,Clothing,3,455.23,Debit Card,Nice,Yes,24,Other,1365.69
T101356,C1160,2025-04-26 22:00:00,Clothing,7,89.41,Digital Wallet,Toulouse,No,57,Other,625.87
T101777,C1427,2025-04-26 22:00:00,Groceries,7,326.1,Debit Card,Nantes,No,50,Male,2282.7
T100162,C1292,2025-04-27 01:00:00,Clothing,3,249.16,Debit Card,Paris,No,67,Other,747.48
T100488,C1222,2025-04-27 01:00:00,Beauty,9,132.05,Credit Card,Paris,No,27,Female,1188.45
T101316,C1133,2025-04-27 02:00:00,Clothing,4,228.9,Credit Card,Paris,Yes,51,Female,915.6
T100534,C1459,2025-04-27 03:00:00,Beauty,2,334.31,Debit Card,Strasbourg,No,20,Female,668.62
T100738,C1419,2025-04-27 03:00:00,Beauty,2,451.12,Digital Wallet,Montpellier,Yes,29,Male,902.24
T100668,C1179,2025-04-27 03:00:00,Clothing,5,470.39,Digital Wallet,Paris,No,33,Other,2351.95
T100345,C1472,2025-04-27 11:00:00,Clothing,1,353.45,Digital Wallet,Lyon,No,27,Female,353.45
T100356,C1111,2025-04-27 14:00:00,Clothing,4,369.08,Digital Wallet,Montpellier,No,45,Female,1476.32
T101573,C1181,2025-04-28 04:00:00,Groceries,1,119.17,Digital Wallet,Marseille,No,62,Male,119.17
T101625,C1490,2025-04-28 08:00:00,Clothing,4,134.75,Debit Card,Nice,Yes,62,Other,539.0
T100962,C1227,2025-04-28 08:00:00,Clothing,2,30.87,Cash,Nantes,No,48,Other,61.74
T101953,C1199,2025-04-28 09:00:00,Beauty,2,304.45,Debit Card,Strasbourg,Yes,70,Female,608.9
T100260,C1232,2025-04-28 13:00:00,Beauty,7,189.86,Credit Card,Strasbourg,No,36,Female,1329.02
T101595,C1062,2025-04-28 14:00:00,Groceries,9,240.93,Cash,Paris,No,31,Male,2168.37
T100382,C1074,2025-04-28 20:00:00,Home Decor,4,211.64,Credit Card,Lyon,No,74,Other,846.56
T101198,C1354,2025-04-28 21:00:00,Home Decor,5,293.75,Cash,Lyon,No,62,Female,1468.75
T100279,C1129,2025-04-29 02:00:00,Home Decor,2,250.68,Digital Wallet,Toulouse,No,22,Female,501.36
T101241,C1230,2025-04-29 04:00:00,Beauty,2,346.11,Credit Card,Lyon,Yes,64,Other,692.22
T100656,C1099,2025-04-29 06:00:00,Home Decor,4,32.39,Credit Card,Strasbourg,No,24,Other,129.56
T101213,C1364,2025-04-29 15:00:00,Electronics,7,287.49,Debit Card,Marseille,No,25,Female,2012.43
T100863,C1069,2025-04-30 05:00:00,Home Decor,6,170.02,Credit Card,Paris,No,22,Male,1020.12
T100543,C1446,2025-04-30 08:00:00,Electronics,7,372.11,Credit Card,Lyon,Yes,63,Male,2604.77
T100712,C1094,2025-04-30 09:00:00,Home Decor,7,341.89,Digital Wallet,Toulouse,No,27,Male,2393.23
T100272,C1100,2025-04-30 11:00:00,Beauty,9,335.37,Debit Card,Nantes,No,70,Other,3018.33
T100117,C1052,2025-04-30 17:00:00,Beauty,7,268.38,Cash,Nice,No,20,Male,1878.66
T101856,C1045,2025-04-30 20:00:00,Home Decor,7,461.64,Credit Card,Marseille,No,65,Male,3231.48
T101116,C1329,2025-04-30 22:00:00,Home Decor,8,69.81,Debit Card,Montpellier,No,73,Other,558.48
T100875,C1038,2025-04-30 22:00:00,Home Decor,8,245.6,Debit Card,Paris,No,18,Female,1964.8
T101621,C1160,2025-04-30 23:00:00,Clothing,2,154.41,Digital Wallet,Nice,Yes,55,Male,308.82
T101150,C1154,2025-05-01 00:00:00,Groceries,5,102.67,Digital Wallet,Lyon,No,24,Female,513.35
T100386,C1421,2025-05-01 09:00:00,Electronics,3,100.05,Credit Card,Montpellier,No,58,Male,300.15
T100862,C1291,2025-05-01 18:00:00,Electronics,2,243.16,Digital Wallet,Toulouse,No,30,Male,486.32
T100450,C1003,2025-05-01 20:00:00,Clothing,9,377.44,Cash,Nice,No,49,Other,3396.96
T101009,C1176,2025-05-02 04:00:00,Clothing,6,281.12,Debit Card,Montpellier,No,47,Other,1686.72
T101588,C1201,2025-05-02 09:00:00,Electronics,5,74.62,Credit Card,Marseille,No,29,Female,373.1
T100979,C1081,2025-05-02 11:00:00,Beauty,3,497.92,Cash,Montpellier,No,51,Other,1493.76
T100188,C1460,2025-05-02 17:00:00,Groceries,3,406.08,Debit Card,Nantes,No,63,Other,1218.24
T100600,C1116,2025-05-02 22:00:00,Electronics,6,62.07,Credit Card,Toulouse,No,64,Female,372.42
T101532,C1140,2025-05-03 05:00:00,Clothing,1,198.59,Digital Wallet,Strasbourg,Yes,67,Male,198.59
T101106,C1246,2025-05-03 05:00:00,Electronics,4,240.99,Credit Card,Nantes,No,49,Male,963.96
T100193,C1240,2025-05-03 05:00:00,Clothing,9,448.04,Credit Card,Marseille,No,46,Male,4032.36
T100832,C1491,2025-05-04 00:00:00,Clothing,9,139.33,Credit Card,Toulouse,Yes,40,Female,1253.97
T100513,C1038,2025-05-04 05:00:00,Home Decor,5,461.54,Cash,Nice,No,36,Female,2307.7
T100067,C1241,2025-05-04 14:00:00,Groceries,1,482.14,Debit Card,Montpellier,Yes,67,Other,482.14
T100595,C1057,2025-05-04 17:00:00,Clothing,3,135.42,Cash,Nantes,No,47,Male,406.26
T101463,C1156,2025-05-04 23:00:00,Groceries,2,92.85,Cash,Lyon,No,55,Female,185.7
T101032,C1201,2025-05-05 02:00:00,Electronics,8,352.86,Cash,Nantes,No,51,Male,2822.88
T100410,C1397,2025-05-05 06:00:00,Home Decor,2,126.41,Cash,Strasbourg,Yes,32,Male,252.82
T100753,C1465,2025-05-05 06:00:00,Electronics,5,416.63,Debit Card,Toulouse,No,39,Other,2083.15
T100237,C1120,2025-05-05 11:00:00,Groceries,9,42.2,Credit Card,Montpellier,No,18,Male,379.8
T101812,C1108,2025-05-05 12:00:00,Groceries,1,56.37,Credit Card,Montpellier,No,63,Other,56.37
T100288,C1125,2025-05-06 01:00:00,Home Decor,1,171.74,Credit Card,Nantes,No,54,Male,171.74
T100698,C1178,2025-05-06 06:00:00,Home Decor,8,138.21,Cash,Marseille,No,20,Other,1105.68
T100994,C1288,2025-05-06 10:00:00,Beauty,7,290.71,Credit Card,Lyon,Yes,32,Other,2034.97
T101016,C1404,2025-05-06 19:00:00,Electronics,1,436.28,Cash,Nantes,Yes,21,Male,436.28
T101433,C1124,2025-05-06 20:00:00,Groceries,4,231.23,Credit Card,Lyon,No,30,Female,924.92
T101095,C1346,2025-05-07 00:00:00,Home Decor,7,415.12,Cash,Lyon,No,58,Other,2905.84
T100950,C1121,2025-05-07 03:00:00,Groceries,7,398.56,Cash,Strasbourg,No,62,Female,2789.92
T101872,C1163,2025-05-07 09:00:00,Groceries,8,393.17,Cash,Lyon,No,73,Female,3145.36
T101140,C1399,2025-05-07 10:00:00,Home Decor,2,484.2,Digital Wallet,Nantes,No,74,Female,968.4
T100724,C1409,2025-05-07 14:00:00,Electronics,1,387.4,Credit Card,Paris,No,32,Female,387.4
T101501,C1156,2025-05-07 14:00:00,Clothing,5,254.69,Debit Card,Marseille,No,55,Male,1273.45
T100974,C1396,2025-05-07 22:00:00,Clothing,5,24.96,Cash,Lyon,No,41,Male,124.8
T100834,C1252,2025-05-08 02:00:00,Beauty,3,176.5,Digital Wallet,Strasbourg,No,54,Female,529.5
T100803,C1435,2025-05-08 04:00:00,Clothing,3,132.4,Digital Wallet,Marseille,No,49,Male,397.2
T101823,C1040,2025-05-08 13:00:00,Home Decor,9,61.69,Credit Card,Montpellier,Yes,31,Male,555.21
T101448,C1103,2025-05-08 21:00:00,Electronics,6,117.75,Credit Card,Nantes,Yes,40,Male,706.5
T101608,C1127,2025-05-08 23:00:00,Clothing,5,423.64,Debit Card,Marseille,Yes,67,Male,2118.2
T100544,C1341,2025-05-09 01:00:00,Home Decor,3,154.81,Debit Card,Paris,Yes,46,Other,464.43
T101314,C1003,2025-05-09 06:00:00,Beauty,7,231.37,Credit Card,Paris,No,54,Male,1619.59
T101968,C1198,2025-05-09 21:00:00,Groceries,4,20.78,Digital Wallet,Nantes,No,25,Female,83.12
T101544,C1355,2025-05-09 22:00:00,Home Decor,5,66.17,Digital Wallet,Nantes,Yes,32,Other,330.85
T100700,C1100,2025-05-09 23:00:00,Groceries,7,26.85,Cash,Strasbourg,No,47,Other,187.95
T100329,C1146,2025-05-09 23:00:00,Home Decor,9,252.6,Cash,Montpellier,Yes,65,Female,2273.4
T100252,C1171,2025-05-10 06:00:00,Electronics,1,305.84,Digital Wallet,Nantes,No,57,Male,305.84
T100431,C1229,2025-05-10 22:00:00,Home Decor,5,26.7,Digital Wallet,Nantes,No,74,Male,133.5
T100814,C1041,2025-05-11 11:00:00,Home Decor,2,230.88,Debit Card,Strasbourg,Yes,46,Female,461.76
T100238,C1115,2025-05-11 12:00:00,Home Decor,9,71.43,Cash,Paris,Yes,62,Other,642.87
T101858,C1129,2025-05-11 12:00:00,Electronics,8,388.57,Debit Card,Nantes,Yes,26,Other,3108.56
T100733,C1113,2025-05-11 22:00:00,Groceries,2,294.7,Credit Card,Lyon,No,73,Female,589.4
T101766,C1118,2025-05-11 23:00:00,Groceries,1,62.64,Cash,Lyon,No,49,Male,62.64
T100324,C1442,2025-05-12 05:00:00,Clothing,7,322.04,Digital Wallet,Paris,No,55,Female,2254.28
T101852,C1468,2025-05-12 06:00:00,Clothing,8,430.27,Digital Wallet,Nantes,Yes,24,Male,3442.16
T100899,C1311,2025-05-12 22:00:00,Groceries,2,28.47,Digital Wallet,Toulouse,No,40,Male,56.94
T101966,C1265,2025-05-12 22:00:00,Clothing,8,139.1,Debit Card,Nantes,No,25,Other,1112.8
T101341,C1112,2025-05-12 22:00:00,Groceries,1,259.25,Debit Card,Nice,Yes,50,Male,259.25
T100346,C1433,2025-05-13 01:00:00,Clothing,5,473.11,Cash,Nice,Yes,34,Female,2365.55
T100091,C1259,2025-05-13 10:00:00,Clothing,8,489.24,Digital Wallet,Lyon,Yes,49,Male,3913.92
T101549,C1292,2025-05-13 16:00:00,Clothing,6,90.92,Digital Wallet,Nantes,Yes,64,Female,545.52
T100563,C1100,2025-05-13 19:00:00,Clothing,3,192.12,Digital Wallet,Montpellier,Yes,44,Other,576.36
T101340,C1019,2025-05-13 20:00:00,Electronics,3,202.04,Cash,Lyon,Yes,25,Female,606.12
T100520,C1408,2025-05-13 22:00:00,Beauty,2,452.01,Debit Card,Nantes,No,67,Female,904.02
T101751,C1402,2025-05-13 22:00:00,Clothing,6,164.73,Cash,Strasbourg,No,55,Female,988.38
T100473,C1187,2025-05-14 02:00:00,Home Decor,4,482.52,Cash,Lyon,No,34,Female,1930.08
T101012,C1097,2025-05-14 03:00:00,Electronics,5,283.6,Cash,Strasbourg,No,24,Male,1418.0
T101221,C1110,2025-05-14 06:00:00,Home Decor,8,158.09,Credit Card,Strasbourg,No,26,Male,1264.72
T101584,C1430,2025-05-14 11:00:00,Clothing,1,48.45,Debit Card,Strasbourg,No,61,Male,48.45
T100809,C1143,2025-05-14 18:00:00,Groceries,7,114.51,Digital Wallet,Nantes,No,26,Male,801.57
T100845,C1193,2025-05-14 22:00:00,Clothing,2,73.63,Debit Card,Nantes,Yes,61,Female,147.26
T101228,C1293,2025-05-15 03:00:00,Home Decor,7,36.7,Debit Card,Montpellier,No,66,Male,256.9
T101658,C1284,2025-05-16 08:00:00,Home Decor,8,431.2,Credit Card,Toulouse,No,25,Female,3449.6
T100366,C1036,2025-05-16 15:00:00,Electronics,4,186.75,Digital Wallet,Nice,Yes,56,Male,747.0
T100442,C1283,2025-05-16 19:00:00,Beauty,3,259.71,Credit Card,Nantes,No,43,Male,779.13
T101152,C1159,2025-05-17 01:00:00,Clothing,9,144.56,Credit Card,Strasbourg,No,57,Other,1301.04
T101490,C1158,2025-05-17 03:00:00,Home Decor,1,261.87,Cash,Marseille,No,50,Female,261.87
T101947,C1080,2025-05-17 14:00:00,Electronics,4,251.09,Digital Wallet,Montpellier,Yes,27,Male,1004.36
T101529,C1362,2025-05-17 17:00:00,Groceries,7,229.81,Cash,Toulouse,Yes,24,Female,1608.67
T101901,C1200,2025-05-17 21:00:00,Electronics,8,149.19,Debit Card,Montpellier,No,49,Other,1193.52
T101206,C1013,2025-05-18 02:00:00,Electronics,6,227.0,Cash,Toulouse,No,52,Male,1362.0
T101492,C1227,2025-05-18 03:00:00,Beauty,8,481.62,Digital Wallet,Toulouse,Yes,59,Male,3852.96
T100403,C1207,2025-05-18 08:00:00,Home Decor,9,314.27,Cash,Lyon,Yes,32,Other,2828.43
T101678,C1434,2025-05-18 11:00:00,Home Decor,2,21.92,Cash,Montpellier,No,44,Male,43.84
T101518,C1010,2025-05-18 17:00:00,Home Decor,5,113.93,Cash,Strasbourg,No,32,Female,569.65
T101984,C1497,2025-05-18 19:00:00,Beauty,1,477.19,Credit Card,Toulouse,No,28,Male,477.19
T101199,C1252,2025-05-18 20:00:00,Beauty,8,271.5,Credit Card,Strasbourg,Yes,70,Male,2172.0
T100524,C1390,2025-05-18 22:00:00,Electronics,1,467.17,Digital Wallet,Strasbourg,Yes,26,Female,467.17
T101034,C1082,2025-05-19 03:00:00,Electronics,1,316.41,Credit Card,Paris,No,52,Other,316.41
T101282,C1376,2025-05-19 04:00:00,Beauty,6,50.28,Credit Card,Toulouse,No,32,Female,301.68
T101029,C1484,2025-05-19 06:00:00,Beauty,1,297.26,Credit Card,Strasbourg,Yes,37,Male,297.26
T101912,C1103,2025-05-19 06:00:00,Electronics,1,303.39,Debit Card,Montpellier,No,31,Other,303.39
T101384,C1317,2025-05-19 09:00:00,Electronics,2,258.97,Cash,Paris,No,31,Female,517.94
T101538,C1110,2025-05-19 12:00:00,Home Decor,9,218.76,Digital Wallet,Montpellier,No,71,Other,1968.84
